id,text,label_level1,label_level2,label_level3,text_length,intent_complexity,sample_type,keywords,confidence_score
1669,"预期收益的具体流程是什么","产品咨询","收益计算","预期收益","短文本","简单","short","预期收益, 收益, 流程",0.97
1670,"登录密码有什么要求","账户服务","密码管理","登录密码","短文本","简单","short","登录密码, 密码",0.99
1671,"对账单的具体流程是什么","交易服务","交易查询","对账单","短文本","简单","short","对账单, 流程",0.98
1672,"我想了解税费缴纳的相关信息","交易服务","支付缴费","税费缴纳","短文本","简单","short","税费缴纳",0.99
1673,"我对对账单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","交易查询","对账单","中等文本","中等","medium","对账单, 办理, 流程",0.97
1674,"我对管理费很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","费用说明","管理费","中等文本","中等","medium","管理费, 办理, 流程",0.94
1675,"产品优缺点需要什么条件","产品咨询","产品对比","产品优缺点","短文本","简单","short","产品优缺点, 条件",0.99
1676,"网上银行能缴水电费吗","交易服务","支付缴费","水电煤缴费","短文本","简单","short","水电煤缴费",0.98
1677,"担保方式需要什么条件","信贷服务","额度管理","担保方式","短文本","简单","short","担保方式, 条件",0.81
1678,"请问热门产品怎么操作","产品咨询","产品推荐","热门产品","短文本","简单","short","热门产品",0.92
1679,"我对贷款计算很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","个人贷款","贷款计算","中等文本","中等","medium","贷款计算, 贷款, 办理, 流程",0.86
1680,"请问管理费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","费用说明","管理费","中等文本","简单","medium","管理费",0.96
1681,"权限冻结需要什么条件","账户服务","权限设置","权限冻结","短文本","简单","short","权限冻结, 条件",0.80
1682,"请问手续费怎么操作","产品咨询","费用说明","手续费","短文本","简单","short","手续费",0.97
1683,"请问新股申购和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","新股申购","中等文本","中等","medium","新股申购",0.94
1684,"我有一笔10万的大额转账，为什么会要求我提供资金来源和用途证明","风险合规","合规咨询","反洗钱","中等文本","中等","medium","反洗钱, 转账",0.97
1685,"请问抵押贷和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","个人贷款","抵押贷","中等文本","中等","medium","抵押贷",0.88
1686,"我想了解基金赎回的相关信息","投资理财","基金投资","基金赎回","短文本","简单","short","基金赎回, 基金",0.94
1687,"请问盾卡管理怎么操作","账户服务","安全验证","盾卡管理","短文本","简单","short","盾卡管理",0.91
1688,"开放式基金的申购流程是什么","投资理财","基金投资","开放式基金","短文本","简单","short","开放式基金, 基金, 流程",0.93
1689,"行内转账限额是多少","交易服务","转账汇款","行内转账","短文本","简单","short","行内转账, 转账",0.81
1690,"监管政策需要什么条件","风险合规","合规咨询","监管政策","短文本","简单","short","监管政策, 条件",0.84
1691,"账单分期需要什么条件","信贷服务","信用卡服务","账单分期","短文本","简单","short","账单分期, 条件",0.83
1692,"预期收益型的具体流程是什么","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益, 流程",0.86
1693,"我想了解产品公告的相关信息","风险合规","信息披露","产品公告","短文本","简单","short","产品公告",0.97
1694,"权限冻结的具体流程是什么","账户服务","权限设置","权限冻结","短文本","简单","short","权限冻结, 流程",0.89
1695,"我对稳健型产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品推荐","稳健型产品","中等文本","中等","medium","稳健型产品, 办理, 流程",0.88
1696,"我对实际收益很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","收益计算","实际收益","中等文本","简单","medium","实际收益, 收益, 办理, 流程",0.90
1697,"我对密码找回很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","密码管理","密码找回","中等文本","中等","medium","密码找回, 密码, 办理, 流程",1.00
1698,"我对风险等级很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","风险评估","风险等级","中等文本","中等","medium","风险等级, 风险, 办理, 流程",0.94
1699,"信用卡怎么激活","信贷服务","信用卡服务","信用卡激活","短文本","简单","short","信用卡激活, 信用卡",0.82
1700,"请问承受能力怎么操作","风险合规","风险评估","承受能力","短文本","简单","short","承受能力",0.97
1701,"请问额度调整怎么操作","信贷服务","额度管理","额度调整","短文本","简单","short","额度调整, 额度",0.92
1702,"我想了解保险理赔的相关信息","投资理财","保险规划","保险理赔","短文本","简单","short","保险理赔, 保险",0.98
1703,"请问账户注销怎么操作","账户服务","开户注销","账户注销","短文本","简单","short","账户注销",0.81
1704,"财产保险的具体流程是什么","投资理财","保险规划","财产保险","短文本","简单","short","财产保险, 保险, 流程",0.98
1705,"稳健型产品的具体流程是什么","产品咨询","产品推荐","稳健型产品","短文本","简单","short","稳健型产品, 流程",0.98
1706,"风险等级对比需要什么条件","产品咨询","产品对比","风险等级对比","短文本","简单","short","风险等级对比, 风险, 条件",0.94
1707,"跨行转账多久到账","交易服务","转账汇款","跨行转账","短文本","简单","short","跨行转账, 转账",0.84
1708,"我想了解风险提示的相关信息","风险合规","风险评估","风险提示","短文本","简单","short","风险提示, 风险",0.83
1709,"请问承受能力和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","风险评估","承受能力","中等文本","简单","medium","承受能力",0.93
1710,"美股交易需要什么条件","投资理财","股票投资","美股交易","短文本","简单","short","美股交易, 条件",0.85
1711,"请问净值型理财怎么操作","投资理财","理财产品","净值型理财","短文本","简单","short","净值型理财, 理财",0.86
1712,"请问对账单怎么操作","交易服务","交易查询","对账单","短文本","简单","short","对账单",0.97
1713,"流动资金贷款需要什么条件","信贷服务","企业贷款","流动资金贷款","短文本","简单","short","流动资金贷款, 贷款, 条件",0.94
1714,"请问预约转账和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","转账汇款","预约转账","中等文本","中等","medium","预约转账, 转账",0.96
1715,"风险提示的具体流程是什么","风险合规","风险评估","风险提示","短文本","简单","short","风险提示, 风险, 流程",0.93
1716,"消费贷需要什么条件","信贷服务","个人贷款","消费贷","短文本","简单","short","消费贷, 条件",0.82
1717,"A股交易需要什么条件","投资理财","股票投资","A股交易","短文本","简单","short","A股交易, 条件",0.95
1718,"资产配置建议的具体流程是什么","投资理财","资产配置","资产配置建议","短文本","简单","short","资产配置建议, 流程",0.80
1719,"我对固定资产贷款很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","企业贷款","固定资产贷款","中等文本","简单","medium","固定资产贷款, 贷款, 办理, 流程",0.89
1720,"我想了解额度调整的相关信息","信贷服务","额度管理","额度调整","短文本","简单","short","额度调整, 额度",0.81
1721,"我想了解对账单的相关信息","交易服务","交易查询","对账单","短文本","简单","short","对账单",0.99
1722,"我想了解实际收益的相关信息","产品咨询","收益计算","实际收益","短文本","简单","short","实际收益, 收益",0.93
1723,"请问风险提示书和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","信息披露","风险提示书","中等文本","简单","medium","风险提示书, 风险",0.99
1724,"请问交易记录怎么操作","交易服务","交易查询","交易记录","短文本","简单","short","交易记录",0.94
1725,"消费贷能贷多少钱","信贷服务","个人贷款","消费贷","短文本","简单","short","消费贷",0.84
1726,"我对贷款审批很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","企业贷款","贷款审批","中等文本","中等","medium","贷款审批, 贷款, 办理, 流程",0.87
1727,"充值话费有优惠吗","交易服务","支付缴费","手机充值","短文本","简单","short","手机充值",0.98
1728,"指数基金推荐","投资理财","基金投资","指数基金","短文本","简单","short","指数基金, 基金",0.89
1729,"代扣查询的具体流程是什么","交易服务","代扣代缴","代扣查询","短文本","简单","short","代扣查询, 查询, 流程",0.83
1730,"我想了解支付密码的相关信息","账户服务","密码管理","支付密码","短文本","简单","short","支付密码, 密码",0.98
1731,"持仓分析的具体流程是什么","投资理财","股票投资","持仓分析","短文本","简单","short","持仓分析, 流程",0.93
1732,"请问服务费怎么操作","产品咨询","费用说明","服务费","短文本","简单","short","服务费",0.85
1733,"服务费需要什么条件","产品咨询","费用说明","服务费","短文本","简单","short","服务费, 条件",0.95
1734,"跨行转账需要对方什么信息？只需要银行卡号还是也需要开户行名称？大额转账要提前预约吗","交易服务","转账汇款","跨行转账","中等文本","简单","medium","跨行转账, 转账, 开户",0.86
1735,"企业开户需要什么条件","账户服务","开户注销","企业开户","短文本","简单","short","企业开户, 开户, 条件",0.93
1736,"我对大额存单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","理财产品","大额存单","中等文本","中等","medium","大额存单, 办理, 流程",0.96
1737,"请问稳健型产品怎么操作","产品咨询","产品推荐","稳健型产品","短文本","简单","short","稳健型产品",0.84
1738,"进取型产品需要什么条件","产品咨询","产品推荐","进取型产品","短文本","简单","short","进取型产品, 条件",0.96
1739,"消费贷需要什么条件","信贷服务","个人贷款","消费贷","短文本","简单","short","消费贷, 条件",0.99
1740,"我想了解信息披露查询的相关信息","风险合规","信息披露","信息披露查询","短文本","简单","short","信息披露查询, 查询",0.89
1741,"怎么交水电费","交易服务","支付缴费","水电煤缴费","短文本","简单","short","水电煤缴费",0.91
1742,"水电煤缴费要手续费吗","交易服务","支付缴费","水电煤缴费","短文本","简单","short","水电煤缴费, 缴费, 手续费",0.96
1743,"车险的具体流程是什么","投资理财","保险规划","车险","短文本","简单","short","车险, 流程",0.83
1744,"债券基金适合长期持有吗","投资理财","基金投资","债券基金","短文本","简单","short","债券基金, 基金",0.85
1745,"我想装修房子需要30万，请问消费贷的申请流程是什么？需要提供哪些材料？大概多久能批下来","信贷服务","个人贷款","消费贷","中等文本","简单","medium","消费贷, 申请, 流程, 材料",0.83
1746,"请问基金赎回和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","基金投资","基金赎回","中等文本","简单","medium","基金赎回, 基金",0.90
1747,"请问进取型产品和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","产品推荐","进取型产品","中等文本","中等","medium","进取型产品",0.96
1748,"指数基金跟踪哪些指数","投资理财","基金投资","指数基金","短文本","简单","short","指数基金, 基金",0.94
1749,"请问风险提示书怎么操作","风险合规","信息披露","风险提示书","短文本","简单","short","风险提示书, 风险",0.98
1750,"我对承受能力很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","风险评估","承受能力","中等文本","中等","medium","承受能力, 办理, 流程",0.91
1751,"港股通的具体流程是什么","投资理财","股票投资","港股通","短文本","简单","short","港股通, 流程",0.90
1752,"请问电子回单怎么操作","交易服务","交易查询","电子回单","短文本","简单","short","电子回单",0.89
1753,"人脸识别需要什么条件","账户服务","安全验证","人脸识别","短文本","简单","short","人脸识别, 条件",0.94
1754,"请问A股交易怎么操作","投资理财","股票投资","A股交易","短文本","简单","short","A股交易",0.91
1755,"持仓分析需要什么条件","投资理财","股票投资","持仓分析","短文本","简单","short","持仓分析, 条件",0.95
1756,"临时额度的具体流程是什么","信贷服务","信用卡服务","临时额度","短文本","简单","short","临时额度, 额度, 流程",0.83
1757,"风险测评是什么","投资理财","资产配置","风险评估","短文本","简单","short","风险评估, 风险",0.89
1758,"请问财产保险怎么操作","投资理财","保险规划","财产保险","短文本","简单","short","财产保险, 保险",0.93
1759,"请问固定资产贷款怎么操作","信贷服务","企业贷款","固定资产贷款","短文本","简单","short","固定资产贷款, 贷款",0.87
1760,"股票查询需要什么条件","投资理财","股票投资","股票查询","短文本","简单","short","股票查询, 股票, 查询, 条件",0.86
1761,"我想了解自动缴费的相关信息","交易服务","代扣代缴","自动缴费","短文本","简单","short","自动缴费, 缴费",0.91
1762,"我想了解大额存单的相关信息","投资理财","理财产品","大额存单","短文本","简单","short","大额存单",0.85
1763,"固定资产贷款的具体流程是什么","信贷服务","企业贷款","固定资产贷款","短文本","简单","short","固定资产贷款, 贷款, 流程",0.96
1764,"纯债基金和混合债基的区别","投资理财","基金投资","债券基金","短文本","简单","short","债券基金, 基金",0.95
1765,"我想了解收益率对比的相关信息","产品咨询","产品对比","收益率对比","短文本","简单","short","收益率对比, 收益",0.88
1766,"稳健型产品需要什么条件","产品咨询","产品推荐","稳健型产品","短文本","简单","short","稳健型产品, 条件",0.92
1767,"房贷利率是多少","信贷服务","个人贷款","房贷","短文本","简单","short","房贷, 利率",0.84
1768,"风险评估不通过怎么办","投资理财","资产配置","风险评估","短文本","简单","short","风险评估, 风险",0.84
1769,"请问交通罚款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","支付缴费","交通罚款","中等文本","中等","medium","交通罚款",0.85
1770,"我想了解结构性存款的相关信息","投资理财","理财产品","结构性存款","短文本","简单","short","结构性存款, 存款",0.92
1771,"请问休眠账户激活怎么操作","账户服务","开户注销","休眠账户激活","短文本","简单","short","休眠账户激活",0.83
1772,"请问实时转账和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","转账汇款","实时转账","中等文本","中等","medium","实时转账, 转账",0.98
1773,"股票查询的具体流程是什么","投资理财","股票投资","股票查询","短文本","简单","short","股票查询, 股票, 查询, 流程",0.94
1774,"我对盾卡管理很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","安全验证","盾卡管理","中等文本","简单","medium","盾卡管理, 办理, 流程",0.95
1775,"我想了解贷款计算的相关信息","信贷服务","个人贷款","贷款计算","短文本","简单","short","贷款计算, 贷款",0.91
1776,"我想了解风险提示书的相关信息","风险合规","信息披露","风险提示书","短文本","简单","short","风险提示书, 风险",0.86
1777,"贷款计算需要什么条件","信贷服务","个人贷款","贷款计算","短文本","简单","short","贷款计算, 贷款, 条件",0.83
1778,"我想了解人脸识别的相关信息","账户服务","安全验证","人脸识别","短文本","简单","short","人脸识别",0.89
1779,"权限冻结需要什么条件","账户服务","权限设置","权限冻结","短文本","简单","short","权限冻结, 条件",0.83
1780,"手续费需要什么条件","产品咨询","费用说明","手续费","短文本","简单","short","手续费, 条件",0.81
1781,"我想了解复利计算的相关信息","产品咨询","收益计算","复利计算","短文本","简单","short","复利计算",1.00
1782,"我对流动资金贷款很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","企业贷款","流动资金贷款","中等文本","简单","medium","流动资金贷款, 贷款, 办理, 流程",0.86
1783,"反洗钱审核要多久","风险合规","合规咨询","反洗钱","短文本","简单","short","反洗钱",0.82
1784,"我对大额存单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","理财产品","大额存单","中等文本","中等","medium","大额存单, 办理, 流程",0.83
1785,"请问净值型理财和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","理财产品","净值型理财","中等文本","简单","medium","净值型理财, 理财",0.82
1786,"请问电子回单和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","交易查询","电子回单","中等文本","简单","medium","电子回单",0.90
1787,"请问贷款审批和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","企业贷款","贷款审批","中等文本","简单","medium","贷款审批, 贷款",0.83
1788,"我对自动缴费很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","代扣代缴","自动缴费","中等文本","简单","medium","自动缴费, 缴费, 办理, 流程",0.89
1789,"请问交易权限怎么操作","账户服务","权限设置","交易权限","短文本","简单","short","交易权限",0.95
1790,"我想了解经营贷的相关信息","信贷服务","个人贷款","经营贷","短文本","简单","short","经营贷",0.83
1791,"身份识别需要什么条件","风险合规","合规咨询","身份识别","短文本","简单","short","身份识别, 条件",0.87
1792,"请问赎回费怎么操作","产品咨询","费用说明","赎回费","短文本","简单","short","赎回费",0.83
1793,"请问流动资金贷款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","企业贷款","流动资金贷款","中等文本","中等","medium","流动资金贷款, 贷款",0.95
1794,"请问货币基金怎么操作","投资理财","基金投资","货币基金","短文本","简单","short","货币基金, 基金",0.96
1795,"请问大额存单和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","理财产品","大额存单","中等文本","中等","medium","大额存单",0.89
1796,"我想了解港股通的相关信息","投资理财","股票投资","港股通","短文本","简单","short","港股通",0.98
1797,"请问密码重置和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","密码管理","密码重置","中等文本","简单","medium","密码重置, 密码",0.96
1798,"请问进取型产品怎么操作","产品咨询","产品推荐","进取型产品","短文本","简单","short","进取型产品",0.81
1799,"风险测评是什么","投资理财","资产配置","风险评估","短文本","简单","short","风险评估, 风险",0.92
1800,"我想了解产品优缺点的相关信息","产品咨询","产品对比","产品优缺点","短文本","简单","short","产品优缺点",0.87
1801,"我想了解密码重置的相关信息","账户服务","密码管理","密码重置","短文本","简单","short","密码重置, 密码",1.00
1802,"请问收益率对比和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","产品对比","收益率对比","中等文本","简单","medium","收益率对比, 收益",0.94
1803,"我想了解财产保险的相关信息","投资理财","保险规划","财产保险","短文本","简单","short","财产保险, 保险",0.89
1804,"贷款审批需要什么条件","信贷服务","企业贷款","贷款审批","短文本","简单","short","贷款审批, 贷款, 条件",0.84
1805,"企业开户的具体流程是什么","账户服务","开户注销","企业开户","短文本","简单","short","企业开户, 开户, 流程",0.94
1806,"请问股票查询怎么操作","投资理财","股票投资","股票查询","短文本","简单","short","股票查询, 股票, 查询",0.87
1807,"我想了解港股通的相关信息","投资理财","股票投资","港股通","短文本","简单","short","港股通",0.87
1808,"我对基金转换很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","基金投资","基金转换","中等文本","简单","medium","基金转换, 基金, 办理, 流程",0.98
1809,"请问转账限额和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","权限设置","转账限额","中等文本","中等","medium","转账限额, 转账",0.94
1810,"我想了解健康保险的相关信息","投资理财","保险规划","健康保险","短文本","简单","short","健康保险, 保险",0.93
1811,"我对密码重置很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","密码管理","密码重置","中等文本","中等","medium","密码重置, 密码, 办理, 流程",0.87
1812,"贸易融资需要什么条件","信贷服务","企业贷款","贸易融资","短文本","简单","short","贸易融资, 条件",0.99
1813,"怎么修改登录密码","账户服务","密码管理","登录密码","短文本","简单","short","登录密码, 密码",0.99
1814,"我想了解跨境汇款的相关信息","交易服务","转账汇款","跨境汇款","短文本","简单","short","跨境汇款",0.96
1815,"请问持仓分析和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","持仓分析","中等文本","简单","medium","持仓分析",0.89
1816,"我想了解流动资金贷款的相关信息","信贷服务","企业贷款","流动资金贷款","短文本","简单","short","流动资金贷款, 贷款",0.86
1817,"我对贷款审批很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","企业贷款","贷款审批","中等文本","简单","medium","贷款审批, 贷款, 办理, 流程",0.95
1818,"我想了解车险的相关信息","投资理财","保险规划","车险","短文本","简单","short","车险",0.87
1819,"请问产品说明书怎么操作","风险合规","信息披露","产品说明书","短文本","简单","short","产品说明书",0.95
1820,"我对产品优缺点很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品对比","产品优缺点","中等文本","中等","medium","产品优缺点, 办理, 流程",0.88
1821,"我对临时额度很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","信用卡服务","临时额度","中等文本","简单","medium","临时额度, 额度, 办理, 流程",0.96
1822,"我想了解手续费的相关信息","产品咨询","费用说明","手续费","短文本","简单","short","手续费",1.00
1823,"赎回费的具体流程是什么","产品咨询","费用说明","赎回费","短文本","简单","short","赎回费, 流程",0.99
1824,"指数基金怎么选","投资理财","基金投资","指数基金","短文本","简单","short","指数基金, 基金",0.94
1825,"请问代扣取消和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","代扣代缴","代扣取消","中等文本","中等","medium","代扣取消",0.97
1826,"货币基金需要什么条件","投资理财","基金投资","货币基金","短文本","简单","short","货币基金, 基金, 条件",0.98
1827,"我对低风险产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品推荐","低风险产品","中等文本","中等","medium","低风险产品, 风险, 办理, 流程",0.93
1828,"请问预期收益型和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","理财产品","预期收益型","中等文本","中等","medium","预期收益型, 收益",1.00
1829,"经营贷的具体流程是什么","信贷服务","个人贷款","经营贷","短文本","简单","short","经营贷, 流程",1.00
1830,"抵押贷需要什么条件","信贷服务","个人贷款","抵押贷","短文本","简单","short","抵押贷, 条件",0.82
1831,"请问稳健型产品怎么操作","产品咨询","产品推荐","稳健型产品","短文本","简单","short","稳健型产品",0.98
1832,"我想了解股票查询的相关信息","投资理财","股票投资","股票查询","短文本","简单","short","股票查询, 股票, 查询",0.85
1833,"盾卡管理的具体流程是什么","账户服务","安全验证","盾卡管理","短文本","简单","short","盾卡管理, 流程",0.84
1834,"我想申购开放式基金","投资理财","基金投资","开放式基金","短文本","简单","short","开放式基金, 基金",0.87
1835,"我想了解热门产品的相关信息","产品咨询","产品推荐","热门产品","短文本","简单","short","热门产品",0.90
1836,"请问投资组合怎么操作","投资理财","资产配置","投资组合","短文本","简单","short","投资组合",0.82
1837,"请问贷款计算怎么操作","信贷服务","个人贷款","贷款计算","短文本","简单","short","贷款计算, 贷款",0.84
1838,"我想了解基金转换的相关信息","投资理财","基金投资","基金转换","短文本","简单","short","基金转换, 基金",0.82
1839,"请问贷款计算怎么操作","信贷服务","个人贷款","贷款计算","短文本","简单","short","贷款计算, 贷款",0.94
1840,"我想了解预约转账的相关信息","交易服务","转账汇款","预约转账","短文本","简单","short","预约转账, 转账",0.88
1841,"我想了解风险等级对比的相关信息","产品咨询","产品对比","风险等级对比","短文本","简单","short","风险等级对比, 风险",1.00
1842,"什么是反洗钱","风险合规","合规咨询","反洗钱","短文本","简单","short","反洗钱",0.85
1843,"我想了解承受能力的相关信息","风险合规","风险评估","承受能力","短文本","简单","short","承受能力",0.91
1844,"健康保险的具体流程是什么","投资理财","保险规划","健康保险","短文本","简单","short","健康保险, 保险, 流程",0.89
1845,"消费贷利率多少","信贷服务","个人贷款","消费贷","短文本","简单","short","消费贷, 利率",1.00
1846,"请问财产保险怎么操作","投资理财","保险规划","财产保险","短文本","简单","short","财产保险, 保险",0.91
1847,"风险评估怎么做","投资理财","资产配置","风险评估","短文本","简单","short","风险评估, 风险",0.95
1848,"结构性存款的具体流程是什么","投资理财","理财产品","结构性存款","短文本","简单","short","结构性存款, 存款, 流程",0.86
1849,"请问港股通和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","港股通","中等文本","中等","medium","港股通",0.95
1850,"我对电子回单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","交易查询","电子回单","中等文本","简单","medium","电子回单, 办理, 流程",0.95
1851,"临时额度和固定额度的区别","信贷服务","信用卡服务","额度提升","短文本","简单","short","额度提升, 额度",0.98
1852,"请问流动资金贷款怎么操作","信贷服务","企业贷款","流动资金贷款","短文本","简单","short","流动资金贷款, 贷款",0.97
1853,"请问结构性存款怎么操作","投资理财","理财产品","结构性存款","短文本","简单","short","结构性存款, 存款",0.90
1854,"请问手续费怎么操作","产品咨询","费用说明","手续费","短文本","简单","short","手续费",0.81
1855,"我对意外险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","保险规划","意外险","中等文本","简单","medium","意外险, 办理, 流程",0.90
1856,"临时额度需要什么条件","信贷服务","信用卡服务","临时额度","短文本","简单","short","临时额度, 额度, 条件",0.88
1857,"我想了解收益率对比的相关信息","产品咨询","产品对比","收益率对比","短文本","简单","short","收益率对比, 收益",0.81
1858,"请问信用贷怎么操作","信贷服务","个人贷款","信用贷","短文本","简单","short","信用贷",0.87
1859,"请问历史收益查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","收益计算","历史收益查询","中等文本","简单","medium","历史收益查询, 收益, 查询",0.87
1860,"风险等级需要什么条件","风险合规","风险评估","风险等级","短文本","简单","short","风险等级, 风险, 条件",0.98
1861,"我想用手机银行交家里的水电费和燃气费，请问怎么操作？需要绑定户号吗","交易服务","支付缴费","水电煤缴费","中等文本","中等","medium","水电煤缴费",0.97
1862,"我想了解意外险的相关信息","投资理财","保险规划","意外险","短文本","简单","short","意外险",0.83
1863,"我对办卡申请很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","信用卡服务","办卡申请","中等文本","简单","medium","办卡申请, 申请, 办理, 流程",0.84
1864,"我对信息披露查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","信息披露","信息披露查询","中等文本","中等","medium","信息披露查询, 查询, 办理, 流程",0.83
1865,"请问密码找回怎么操作","账户服务","密码管理","密码找回","短文本","简单","short","密码找回, 密码",1.00
1866,"请问人寿保险怎么操作","投资理财","保险规划","人寿保险","短文本","简单","short","人寿保险, 保险",0.83
1867,"休眠账户激活的具体流程是什么","账户服务","开户注销","休眠账户激活","短文本","简单","short","休眠账户激活, 流程",0.82
1868,"行内转账的限额是多少？我需要转账5万块钱，能不能一次性转出去","交易服务","转账汇款","行内转账","短文本","简单","short","行内转账, 转账",0.86
1869,"货币基金的具体流程是什么","投资理财","基金投资","货币基金","短文本","简单","short","货币基金, 基金, 流程",0.86
1870,"我想了解定期调整的相关信息","投资理财","资产配置","定期调整","短文本","简单","short","定期调整",0.85
1871,"请问管理费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","费用说明","管理费","中等文本","简单","medium","管理费",0.92
1872,"请问手续费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","费用说明","手续费","中等文本","中等","medium","手续费",0.99
1873,"我想了解休眠账户激活的相关信息","账户服务","开户注销","休眠账户激活","短文本","简单","short","休眠账户激活",0.98
1874,"信息披露查询的具体流程是什么","风险合规","信息披露","信息披露查询","短文本","简单","short","信息披露查询, 查询, 流程",0.86
1875,"请问风险测评和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","风险评估","风险测评","中等文本","简单","medium","风险测评, 风险",0.83
1876,"我对身份识别很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","合规咨询","身份识别","中等文本","中等","medium","身份识别, 办理, 流程",0.82
1877,"我想了解实时转账的相关信息","交易服务","转账汇款","实时转账","短文本","简单","short","实时转账, 转账",0.81
1878,"请问密码重置怎么操作","账户服务","密码管理","密码重置","短文本","简单","short","密码重置, 密码",0.89
1879,"请问监管政策和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","合规咨询","监管政策","中等文本","简单","medium","监管政策",0.81
1880,"我想了解电子回单的相关信息","交易服务","交易查询","电子回单","短文本","简单","short","电子回单",0.93
1881,"公积金贷款和商贷的区别","信贷服务","个人贷款","房贷","短文本","简单","short","房贷, 贷款",0.95
1882,"权限冻结的具体流程是什么","账户服务","权限设置","权限冻结","短文本","简单","short","权限冻结, 流程",0.88
